id,source,vulnerability,description,recommendation,url
475,MITRE CWE,CWE-220: Storage of File With Sensitive Data Under FTP Root,"The product stores sensitive data under the FTP server root with insufficient access control, which might make it accessible to untrusted parties.",Avoid storing information under the FTP root directory. Access control permissions should be set to prevent reading/writing of sensitive files inside/outside of the FTP directory.,https://cwe.mitre.org/data/definitions/220.html
476,MITRE CWE,CWE-221: Information Loss or Omission,"The product does not record, or improperly records, security-relevant information that leads to an incorrect decision or hampers later analysis.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/221.html
477,MITRE CWE,CWE-222: Truncation of Security-relevant Information,"The product truncates the display, recording, or processing of security-relevant information in a way that can obscure the source or nature of an attack.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/222.html
478,MITRE CWE,CWE-223: Omission of Security-relevant Information,"The product does not record or display information that would be important for identifying the source or nature of an attack, or determining if an action is safe.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/223.html
479,MITRE CWE,CWE-224: Obscured Security-relevant Information by Alternate Name,"The product records security-relevant information according to an alternate name of the affected entity, instead of the canonical name.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/224.html
480,MITRE CWE,CWE-225: DEPRECATED: General Information Management Problems,This weakness can be found at CWE-199.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/225.html
481,MITRE CWE,CWE-226: Sensitive Information in Resource Not Removed Before Reuse,"The product releases a resource such as memory or a file so that it can be made available for reuse, but it does not clear or ""zeroize"" the information contained in the resource before the product performs a critical state transition or makes the resource available for reuse by other entities.","During critical state transitions, information not needed in the next state should be removed or overwritten with fixed patterns (such as all 0's) or random data, before the transition to the next state. When releasing, de-allocating, or deleting a resource, overwrite its data and relevant metadata with fixed patterns or random data. Be cautious about complex resource types whose underlying representation might be non-contiguous or change at a low level, such as how a file might be split into different chunks on a file system, even though ""logical"" file positions are contiguous at the application layer. Such resource types might require invocation of special modes or APIs to tell the underlying operating system to perform the necessary clearing, such as SDelete (Secure Delete) on Windows, although the appropriate functionality might not be available at the application layer.",https://cwe.mitre.org/data/definitions/226.html
482,MITRE CWE,CWE-228: Improper Handling of Syntactically Invalid Structure,The product does not handle or incorrectly handles input that is not syntactically well-formed with respect to the associated specification.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/228.html
483,MITRE CWE,CWE-229: Improper Handling of Values,"The product does not properly handle when the expected number of values for parameters, fields, or arguments is not provided in input, or if those values are undefined.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/229.html
484,MITRE CWE,CWE-23: Relative Path Traversal,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize sequences such as "".."" that can resolve to a location that is outside of that directory.","  Use an application firewall that can detect attacks against this weakness. It can be beneficial in cases in which the code cannot be fixed (because it is controlled by a third party), as an emergency prevention measure while more comprehensive software assurance measures are applied, or to provide defense in depth [REF-1481].",https://cwe.mitre.org/data/definitions/23.html
485,MITRE CWE,CWE-230: Improper Handling of Missing Values,"The product does not handle or incorrectly handles when a parameter, field, or argument name is specified, but the associated value is missing, i.e. it is empty, blank, or null.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/230.html
486,MITRE CWE,CWE-231: Improper Handling of Extra Values,The product does not handle or incorrectly handles when more values are provided than expected.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/231.html
487,MITRE CWE,CWE-232: Improper Handling of Undefined Values,"The product does not handle or incorrectly handles when a value is not defined or supported for the associated parameter, field, or argument name.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/232.html
488,MITRE CWE,CWE-233: Improper Handling of Parameters,"The product does not properly handle when the expected number of parameters, fields, or arguments is not provided in input, or if those parameters are undefined.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/233.html
489,MITRE CWE,CWE-234: Failure to Handle Missing Parameter,"If too few arguments are sent to a function, the function will still pop the expected number of arguments from the stack. Potentially, a variable number of arguments could be exhausted in a function as well.",This issue can be simply combated with the use of proper build process. Forward declare all functions. This is the recommended solution. Properly forward declaration of all used functions will result in a compiler error if too few arguments are sent to a function.,https://cwe.mitre.org/data/definitions/234.html
490,MITRE CWE,CWE-235: Improper Handling of Extra Parameters,"The product does not handle or incorrectly handles when the number of parameters, fields, or arguments with the same name exceeds the expected amount.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/235.html
491,MITRE CWE,CWE-236: Improper Handling of Undefined Parameters,"The product does not handle or incorrectly handles when a particular parameter, field, or argument name is not defined or supported by the product.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/236.html
492,MITRE CWE,CWE-237: Improper Handling of Structural Elements,The product does not handle or incorrectly handles inputs that are related to complex structures.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/237.html
493,MITRE CWE,CWE-238: Improper Handling of Incomplete Structural Elements,The product does not handle or incorrectly handles when a particular structural element is not completely specified.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/238.html
494,MITRE CWE,CWE-239: Failure to Handle Incomplete Element,The product does not properly handle when a particular element is not completely specified.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/239.html
495,MITRE CWE,CWE-24: Path Traversal: '../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""../"" sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/24.html
496,MITRE CWE,CWE-240: Improper Handling of Inconsistent Structural Elements,"The product does not handle or incorrectly handles when two or more structural elements should be consistent, but are not.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/240.html
497,MITRE CWE,CWE-241: Improper Handling of Unexpected Data Type,"The product does not handle or incorrectly handles when a particular element is not the expected type, e.g. it expects a digit (0-9) but is provided with a letter (A-Z).", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/241.html
498,MITRE CWE,CWE-242: Use of Inherently Dangerous Function,The product calls a function that can never be guaranteed to work safely.,"Identify a list of prohibited API functions and prohibit developers from using these functions, providing safer alternatives. In some cases, automatic code analysis tools or the compiler can be instructed to spot use of prohibited functions, such as the ""banned.h"" include file from Microsoft's SDL. [REF-554] [REF-1009] [REF-7] Use grep or static analysis tools to spot usage of dangerous functions.",https://cwe.mitre.org/data/definitions/242.html
499,MITRE CWE,CWE-243: Creation of chroot Jail Without Changing Working Directory,"The product uses the chroot() system call to create a jail, but does not change the working directory afterward. This does not prevent access to files outside of the jail.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/243.html
500,MITRE CWE,CWE-244: Improper Clearing of Heap Memory Before Release ('Heap Inspection'),"Using realloc() to resize buffers that store sensitive information can leave the sensitive information exposed to attack, because it is not removed from memory.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/244.html
501,MITRE CWE,CWE-245: J2EE Bad Practices: Direct Management of Connections,"The J2EE application directly manages connections, instead of using the container's connection management facilities.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/245.html
502,MITRE CWE,CWE-246: J2EE Bad Practices: Direct Use of Sockets,The J2EE application directly uses sockets instead of using framework method calls.,Use framework method calls instead of using sockets directly.,https://cwe.mitre.org/data/definitions/246.html
503,MITRE CWE,CWE-247: DEPRECATED: Reliance on DNS Lookups in a Security Decision,This entry has been deprecated because it was a duplicate of CWE-350. All content has been transferred to CWE-350.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/247.html
504,MITRE CWE,CWE-248: Uncaught Exception,"An exception is thrown from a function, but it is not caught.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/248.html
505,MITRE CWE,CWE-249: DEPRECATED: Often Misused: Path Manipulation,This entry has been deprecated because of name 	confusion and an accidental combination of multiple 	weaknesses. Most of its content has been transferred to 	CWE-785.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/249.html
506,MITRE CWE,CWE-25: Path Traversal: '/../filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/../"" sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/25.html
507,MITRE CWE,CWE-250: Execution with Unnecessary Privileges,"The product performs an operation at a privilege level that is higher than the minimum level required, which creates new weaknesses or amplifies the consequences of other weaknesses.","Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations. Identify the functionality that requires additional privileges, such as access to privileged operating system resources. Wrap and centralize this functionality if possible, and isolate the privileged code as much as possible from other code [REF-76]. Raise privileges as late as possible, and drop them as soon as possible to avoid CWE-271. Avoid weaknesses such as CWE-288 and CWE-420 by protecting all possible communication channels that could interact with the privileged code, such as a secondary socket that is only intended to be accessed by administrators. Identify the functionality that requires additional privileges, such as access to privileged operating system resources. Wrap and centralize this functionality if possible, and isolate the privileged code as much as possible from other code [REF-76]. Raise privileges as late as possible, and drop them as soon as possible to avoid CWE-271. Avoid weaknesses such as CWE-288 and CWE-420 by protecting all possible communication channels that could interact with the privileged code, such as a secondary socket that is only intended to be accessed by administrators. Perform extensive input validation for any privileged code that must be exposed to the user and reject anything that does not fit your strict requirements. When dropping privileges, ensure that they have been dropped successfully to avoid CWE-273. As protection mechanisms in the environment get stronger, privilege-dropping calls may fail even if it seems like they would always succeed. If circumstances force you to run with extra privileges, then determine the minimum access level necessary. First identify the different permissions that the software and its users will need to perform their actions, such as file read and write permissions, network socket permissions, and so forth. Then explicitly allow those actions while denying all else [REF-76]. Perform extensive input validation and canonicalization to minimize the chances of introducing a separate vulnerability. This mitigation is much more prone to error than dropping the privileges in the first place. Ensure that the software runs properly under the United States Government Configuration Baseline (USGCB) [REF-199] or an equivalent hardening configuration guide, which many organizations use to limit the attack surface and potential risk of deployed software.",https://cwe.mitre.org/data/definitions/250.html
508,MITRE CWE,CWE-252: Unchecked Return Value,"The product does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.","Check the results of all functions that return a value and verify that the value is expected. For any pointers that could have been modified or provided from a function that can return NULL, check the pointer for NULL before use. When working with a multithreaded or otherwise asynchronous environment, ensure that proper locking APIs are used to lock before the check, and unlock when it has finished [REF-1484]. Ensure that you account for all possible return values from the function. When designing a function, make sure you return a value or throw an exception in case of an error.",https://cwe.mitre.org/data/definitions/252.html
509,MITRE CWE,CWE-253: Incorrect Check of Function Return Value,"The product incorrectly checks a return value from a function, which prevents it from detecting errors or exceptional conditions.",Use a language or compiler that uses exceptions and requires the catching of those exceptions. Properly check all functions which return a value. When designing any function make sure you return a value or throw an exception in case of an error.,https://cwe.mitre.org/data/definitions/253.html
510,MITRE CWE,CWE-256: Plaintext Storage of a Password,The product stores a password in plaintext within resources such as memory or files.,"Avoid storing passwords in easily accessible locations. Consider storing cryptographic hashes of passwords as an alternative to storing in plaintext. A programmer might attempt to remedy the password management problem by obscuring the password with an encoding function, such as base 64 encoding, but this effort does not adequately protect the password because the encoding can be detected and decoded easily.",https://cwe.mitre.org/data/definitions/256.html
511,MITRE CWE,CWE-257: Storing Passwords in a Recoverable Format,"The storage of passwords in a recoverable format makes them subject to password reuse attacks by malicious users. In fact, it should be noted that recoverable encrypted passwords provide no significant benefit over plaintext passwords since they are subject not only to reuse by malicious attackers but also by malicious insiders. If a system administrator can recover a password directly, or use a brute force search on the available information, the administrator can use the password on other accounts.","Use strong, non-reversible encryption to protect stored passwords.",https://cwe.mitre.org/data/definitions/257.html
512,MITRE CWE,CWE-258: Empty Password in Configuration File,Using an empty string as a password is insecure.,"Passwords should be at least eight characters long -- the longer the better. Avoid passwords that are in any way similar to other passwords you have. Avoid using words that may be found in a dictionary, names book, on a map, etc. Consider incorporating numbers and/or punctuation into your password. If you do use common words, consider replacing letters in that word with numbers and punctuation. However, do not use ""similar-looking"" punctuation. For example, it is not a good idea to change cat to c@t, ca+, (@+, or anything similar. Finally, it is never appropriate to use an empty string as a password.",https://cwe.mitre.org/data/definitions/258.html
513,MITRE CWE,CWE-259: Use of Hard-coded Password,"The product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.","For outbound authentication: store passwords outside of the code in a strongly-protected, encrypted configuration file or database that is protected from access by all outsiders, including other local users on the same system. Properly protect the key (CWE-320). If you cannot use encryption to protect the file, then make sure that the permissions are as restrictive as possible. For inbound authentication: Rather than hard-code a default username and password for first time logins, utilize a ""first login"" mode that requires the user to enter a unique strong password. Perform access control checks and limit which entities can access the feature that requires the hard-coded password. For example, a feature might only be enabled through the system console instead of through a network connection.  ",https://cwe.mitre.org/data/definitions/259.html
514,MITRE CWE,CWE-26: Path Traversal: '/dir/../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/26.html
515,MITRE CWE,CWE-260: Password in Configuration File,The product stores a password in a configuration file that might be accessible to actors who do not know the password.,Avoid storing passwords in easily accessible locations. Consider storing cryptographic hashes of passwords as an alternative to storing in plaintext.,https://cwe.mitre.org/data/definitions/260.html
516,MITRE CWE,CWE-261: Weak Encoding for Password,Obscuring a password with a trivial encoding does not protect the password.,Passwords should be encrypted with keys that are at least 128 bits in length for adequate security.,https://cwe.mitre.org/data/definitions/261.html
517,MITRE CWE,CWE-262: Not Using Password Aging,The product does not have a mechanism in place for managing password aging.,"As part of a product's design, require users to change their passwords regularly and avoid reusing previous passwords. Developers might disable clipboard paste operations into password fields as a way to discourage users from pasting a password into a clipboard. However, this might encourage users to choose less-secure passwords that are easier to type, and it can reduce the usability of password managers [REF-1294].",https://cwe.mitre.org/data/definitions/262.html
518,MITRE CWE,CWE-263: Password Aging with Long Expiration,"The product supports password aging, but the expiration period is too long.","Previously, ""password expiration"" was 			   widely advocated as a defense-in-depth approach to 			   minimize the risk of weak passwords, and it has become 			   a common practice.  Password expiration requires a 			   password to be changed within a fixed time window (such 			   as every 90 days).  However, this approach has 			   significant limitations in the current threat 			   landscape, and its utility has been reduced in light of 			   the adoption of related protection mechanisms (such as 			   password complexity and computational effort), along 			   with the recognition that regular password changes 			   often caused users to generate more predictable 			   passwords. As a result, this is now a Discouraged 			   Common Practice [REF-1488] [REF-1489], especially as 			   the sole factor in protecting passwords. It is still 			   strongly encouraged to force password changes in case 			   of evidence of compromise, but this is not the same as 			   a forced ""expiration"" on an arbitrary time 			   frame. Ensure that password aging is limited so that there is a defined maximum age for passwords. Note that if the expiration window is too short, it can cause users to generate poor or predictable passwords. Ensure that the user is notified several times leading up to the password expiration. Create mechanisms to prevent users from reusing passwords or creating similar passwords. Developers might disable clipboard paste operations into password fields as a way to discourage users from pasting a password into a clipboard. However, this might encourage users to choose less-secure passwords that are easier to type, and it can reduce the usability of password managers [REF-1294].",https://cwe.mitre.org/data/definitions/263.html
519,MITRE CWE,CWE-266: Incorrect Privilege Assignment,"A product incorrectly assigns a privilege to a particular actor, creating an unintended sphere of control for that actor.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.",https://cwe.mitre.org/data/definitions/266.html
520,MITRE CWE,CWE-267: Privilege Defined With Unsafe Actions,"A particular privilege, role, capability, or right can be used to perform unsafe actions that were not intended, even when it is assigned to the correct entity.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.",https://cwe.mitre.org/data/definitions/267.html
521,MITRE CWE,CWE-268: Privilege Chaining,"Two distinct privileges, roles, capabilities, or rights can be combined in a way that allows an entity to perform unsafe actions that would not be allowed without that combination.","Consider following the principle of separation of privilege. Require multiple conditions to be met before permitting access to a system resource. Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.",https://cwe.mitre.org/data/definitions/268.html
522,MITRE CWE,CWE-269: Improper Privilege Management,"The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Follow the principle of least privilege when assigning access rights to entities in a software system. Consider following the principle of separation of privilege. Require multiple conditions to be met before permitting access to a system resource.",https://cwe.mitre.org/data/definitions/269.html
523,MITRE CWE,CWE-27: Path Traversal: 'dir/../../filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize multiple internal ""../"" sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/27.html
524,MITRE CWE,CWE-270: Privilege Context Switching Error,The product does not properly manage privileges while it is switching between different contexts that have different privileges or spheres of control.,"Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations. Consider following the principle of separation of privilege. Require multiple conditions to be met before permitting access to a system resource.",https://cwe.mitre.org/data/definitions/270.html
525,MITRE CWE,CWE-271: Privilege Dropping / Lowering Errors,The product does not drop privileges before passing control of a resource to an actor that does not have those privileges.," Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Consider following the principle of separation of privilege. Require multiple conditions to be met before permitting access to a system resource.",https://cwe.mitre.org/data/definitions/271.html
526,MITRE CWE,CWE-272: Least Privilege Violation,The elevated privilege level required to perform operations such as chroot() should be dropped immediately after the operation is performed.,"Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Follow the principle of least privilege when assigning access rights to entities in a software system. ",https://cwe.mitre.org/data/definitions/272.html
527,MITRE CWE,CWE-273: Improper Check for Dropped Privileges,The product attempts to drop privileges but does not check or incorrectly checks to see if the drop succeeded.," Check the results of all functions that return a value and verify that the value is expected. In Windows, make sure that the process token has the SeImpersonatePrivilege(Microsoft Server 2003). Code that relies on impersonation for security must ensure that the impersonation succeeded, i.e., that a proper privilege demotion happened.",https://cwe.mitre.org/data/definitions/273.html
528,MITRE CWE,CWE-274: Improper Handling of Insufficient Privileges,"The product does not handle or incorrectly handles when it has insufficient privileges to perform an operation, leading to resultant weaknesses.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/274.html
529,MITRE CWE,CWE-276: Incorrect Default Permissions,"During installation, installed file permissions are set to allow anyone to modify those files.",The architecture needs to access and modification attributes for files to only those users who actually require those actions. ,https://cwe.mitre.org/data/definitions/276.html
530,MITRE CWE,CWE-277: Insecure Inherited Permissions,A product defines a set of insecure permissions that are inherited by objects that are created by the program.,"Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. ",https://cwe.mitre.org/data/definitions/277.html
531,MITRE CWE,CWE-278: Insecure Preserved Inherited Permissions,"A product inherits a set of insecure permissions for an object, e.g. when copying from an archive file, without user awareness or involvement.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. ",https://cwe.mitre.org/data/definitions/278.html
532,MITRE CWE,CWE-279: Incorrect Execution-Assigned Permissions,"While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. ",https://cwe.mitre.org/data/definitions/279.html
533,MITRE CWE,CWE-28: Path Traversal: '..\filedir',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""..\"" sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/28.html
534,MITRE CWE,CWE-280: Improper Handling of Insufficient Permissions or Privileges,The product does not handle or incorrectly handles when it has insufficient privileges to access resources or functionality as specified by their permissions. This may cause it to follow unexpected code paths that may leave the product in an invalid state.," Always check to see if you have successfully accessed a resource or system functionality, and use proper error handling if it is unsuccessful. Do this even when you are operating in a highly privileged mode, because errors or environmental conditions might still cause a failure. For example, environments with highly granular permissions/privilege models, such as Windows or Linux capabilities, can cause unexpected failures.",https://cwe.mitre.org/data/definitions/280.html
535,MITRE CWE,CWE-281: Improper Preservation of Permissions,"The product does not preserve permissions or incorrectly preserves permissions when copying, restoring, or sharing objects, which can cause them to have less restrictive permissions than intended.",Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/281.html
536,MITRE CWE,CWE-282: Improper Ownership Management,"The product assigns the wrong ownership, or does not properly verify the ownership, of an object or resource.","Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software.",https://cwe.mitre.org/data/definitions/282.html
537,MITRE CWE,CWE-283: Unverified Ownership,The product does not properly verify that a critical resource is owned by the proper entity.,"Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. Consider following the principle of separation of privilege. Require multiple conditions to be met before permitting access to a system resource.",https://cwe.mitre.org/data/definitions/283.html
538,MITRE CWE,CWE-284: Improper Access Control,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.,"Very carefully manage the setting, management, and handling of privileges. Explicitly manage trust zones in the software. ",https://cwe.mitre.org/data/definitions/284.html
539,MITRE CWE,CWE-285: Improper Authorization,The product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.," Ensure that you perform access control checks related to your business logic. These checks may be different than the access control checks that you apply to more generic resources such as files, connections, processes, memory, and database records. For example, a database may restrict access for medical records to a specific database user, but each record might only be intended to be accessible to the patient and the patient's doctor.   Use the access control capabilities of your operating system and server environment and define your access control lists accordingly. Use a ""default deny"" policy when defining these ACLs.",https://cwe.mitre.org/data/definitions/285.html
540,MITRE CWE,CWE-286: Incorrect User Management,The product does not properly manage a user within its environment.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/286.html
541,MITRE CWE,CWE-287: Improper Authentication,"When an actor claims to have a given identity, the product does not prove or insufficiently proves that the claim is correct.",Use an authentication framework or library such as the OWASP ESAPI Authentication feature.,https://cwe.mitre.org/data/definitions/287.html
542,MITRE CWE,CWE-288: Authentication Bypass Using an Alternate Path or Channel,"The product requires authentication, but the product has an alternate path or channel that does not require authentication.","Funnel all access through a single choke point to simplify how users can access a resource. For every access, perform a check to determine if the user has permissions to access the resource.",https://cwe.mitre.org/data/definitions/288.html
543,MITRE CWE,CWE-289: Authentication Bypass by Alternate Name,"The product performs authentication based on the name of a resource being accessed, or the name of the actor performing the access, but it does not properly check all possible names for that resource or actor.",Avoid making decisions based on names of resources (e.g. files) if those resources can have alternate names.  Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/289.html
544,MITRE CWE,CWE-29: Path Traversal: '\..\filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\..\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory.", Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.,https://cwe.mitre.org/data/definitions/29.html
545,MITRE CWE,CWE-290: Authentication Bypass by Spoofing,This attack-focused weakness is caused by incorrectly implemented authentication schemes that are subject to spoofing attacks.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/290.html
546,MITRE CWE,CWE-291: Reliance on IP Address for Authentication,The product uses an IP address for authentication.,Use other means of identity verification that cannot be simply spoofed. Possibilities include a username/password or certificate.,https://cwe.mitre.org/data/definitions/291.html
547,MITRE CWE,CWE-292: DEPRECATED: Trusting Self-reported DNS Name,This entry has been deprecated because it was a duplicate of CWE-350. All content has been transferred to CWE-350.,Refer to official CWE documentation for specific mitigations.,https://cwe.mitre.org/data/definitions/292.html
548,MITRE CWE,CWE-293: Using Referer Field for Authentication,"The referer field in HTTP requests can be easily modified and, as such, is not a valid means of message integrity checking.","In order to usefully check if a given action is authorized, some means of strong authentication and method protection must be used. Use other means of authorization that cannot be simply spoofed. Possibilities include a username/password or certificate.",https://cwe.mitre.org/data/definitions/293.html
549,MITRE CWE,CWE-294: Authentication Bypass by Capture-replay,A capture-replay flaw exists when the design of the product makes it possible for a malicious user to sniff network traffic and bypass authentication by replaying it to the server in question to the same effect as the original message (or with minor changes).,"Utilize some sequence or time stamping functionality along with a checksum which takes this into account in order to ensure that messages can be parsed only once. Since any attacker who can listen to traffic can see sequence numbers, it is necessary to sign messages with some kind of cryptography to ensure that sequence numbers are not simply doctored along with content.",https://cwe.mitre.org/data/definitions/294.html
550,MITRE CWE,CWE-295: Improper Certificate Validation,"The product does not validate, or incorrectly validates, a certificate.","Certificates should be carefully managed and checked to assure that data are encrypted with the intended owner's public key. If certificate pinning is being used, ensure that all relevant properties of the certificate are fully validated before the certificate is pinned, including the hostname.",https://cwe.mitre.org/data/definitions/295.html
551,MITRE CWE,CWE-296: Improper Following of a Certificate's Chain of Trust,"The product does not follow, or incorrectly follows, the chain of trust for a certificate back to a trusted root certificate.","Ensure that proper certificate checking is included in the system design. Understand, and properly implement all checks necessary to ensure the integrity of certificate trust integrity. If certificate pinning is being used, ensure that all relevant properties of the certificate are fully validated before the certificate is pinned, including the full chain of trust.",https://cwe.mitre.org/data/definitions/296.html
552,MITRE CWE,CWE-297: Improper Validation of Certificate with Host Mismatch,"The product communicates with a host that provides a certificate, but the product does not properly ensure that the certificate is actually associated with that host.","Fully check the hostname of the certificate and provide the user with adequate information about the nature of the problem and how to proceed. If certificate pinning is being used, ensure that all relevant properties of the certificate are fully validated before the certificate is pinned, including the hostname.",https://cwe.mitre.org/data/definitions/297.html
